Divs,Source,VAP,Lemma,VAP_values,ADV,Target,Target_lemma,Phrase Complete
L3_CH_10,Je,vois,voir,5,enfin,"que j’ aurais eu tort de blâmer ce rapport aux essences et constitutions internes , sous prétexte que ce serait rendre nos paroles signes d’ un rien ou d’ un inconnu","que j’ avoir avoir tort de blâmer ce rapport à essence et constitution interne , sou prétexte que ce être rendre notre parole signe d’ un rien ou d’ un inconnu","Je vois enfin que j’aurais eu tort de blâmer ce rapport aux essences et constitutions internes, sous prétexte que ce serait rendre nos paroles signes d’un rien ou d’un inconnu."
L3_CH_10,je,vois,voir,5,NAN,"que , si on ne peut pas le décider d’ abord , cela n’ empêche point que l’ espèce ne soit bien fixée en elle-même , notre ignorance ne changeant rien dans la nature des choses","que , si on ne pouvoir pas le décider d’ abord , celer n’ empêcher point que l’ espèce ne être bien fixer en lui-même , notre ignorance ne changer rien dans le nature de chose","Et pour ce qui est de la demande : si un fœtus monstrueux est homme ou non, je vois que, si on ne peut pas le décider d’abord, cela n’empêche point que l’espèce ne soit bien fixée en elle-même, notre ignorance ne changeant rien dans la nature des choses."
L3_CH_10,je,voie,voir,5,bien,qu’ il en faudrait retrancher quelques-uns,qu’ il en falloir retrancher quelques-uns,"Passons au sixième abus pour continuer le dénombrement commencé, quoique je voie bien qu’il en faudrait retrancher quelques-uns."
L3_CH_11,nous,supposons,supposer,3.29,NAN,"que les autres idées qui forment l’ idée complexe de l’ espèce , sont attachées","que le autre idée qui former l’ idée complexe de l’ espèce , être attacher","Dans les substances, il y a ordinairement quelques qualités directrices ou caractéristiques que nous considérons comme l’idée la plus distinctive de l’espèce, auxquelles nous supposons que les autres idées qui forment l’idée complexe de l’espèce, sont attachées."
L3_CH_11,je,crois,croire,5.03,NAN,"qu’ il faudrait une distinction un peu prolixe pour expliquer la contexture de l’ or , comme il y a même en géométrie des figures dont la définition est longue","qu’ il falloir un distinction un peu prolixe pour expliquer le contexture de l’ or , comme il y avoir même en géométrie un figure dont le définition être long","Car je crois qu’il faudrait une distinction un peu prolixe pour expliquer la contexture de l’or, comme il y a même en géométrie des figures dont la définition est longue."
L3_CH_11,Nous,remarqué,remarquer,7,déjà,que les définitions des substances qui peuvent servir à expliquer les noms sont imparfaites par rapport à la connaissance des choses,que le définition de substance qui pouvoir servir à expliquer le nom être imparfait par rapport à le connaissance de chose,Nous avons déjà remarqué que les définitions des substances qui peuvent servir à expliquer les noms sont imparfaites par rapport à la connaissance des choses.
L4_CH_01,Nous,apercevons,apercevoir,nan,NAN,que le blanc n’ est pas le noir et que les angles d’ un triangle et leur égalité avec deux angles droits ont une liaison nécessaire,que le blanc n’ être pas le noir et que le angle d’ un triangle et son égalité avec deux angle droit avoir un liaison nécessaire,"Nous nous apercevons, par exemple, par ce moyen, que le blanc n’est pas le noir et que les angles d’un triangle et leur égalité avec deux angles droits ont une liaison nécessaire."
L4_CH_01,je,crois,croire,5.03,NAN,"qu’ on peut réduire cette convenance ou disconvenance à quatre espèces , qui sont :","qu’ on pouvoir réduire ce convenance ou disconvenance à quatre espèce , qui être :","Or je crois qu’on peut réduire cette convenance ou disconvenance à quatre espèces, qui sont : 1o Identité ou diversité ;"
L4_CH_01,Je,crois,croire,5.03,NAN,"qu’ on peut dire que la liaison n’ est autre chose que le rapport ou la relation , prise généralement","qu’ on pouvoir dire que le liaison n’ être autre chose que le rapport ou le relation , prendre généralement","Je crois qu’on peut dire que la liaison n’est autre chose que le rapport ou la relation, prise généralement."
L4_CH_01,j’,remarquer,remarquer,7,dessus,que tout rapport est,que tout rapport être,Et j’ai fait remarquer ci-dessus que tout rapport est ou de comparaison ou de concours.
L4_CH_01,je,crois,croire,5.03,Ainsi,qu’ on peut dire qu’ il n’ y a que comparaison ou concours,qu’ on pouvoir dire qu’ il n’ y avoir que comparaison ou concours,Ainsi je crois qu’on peut dire qu’il n’y a que comparaison ou concours ;
L4_CH_01,je,trouve,trouver,5.85,Cependant,que cette connaissance renferme une parfaite certitude,que ce connaissance renfermer un parfait certitude,"Cependant je trouve, après y avoir bien pensé, que cette connaissance renferme une parfaite certitude"
L4_CH_01,je,connais,connaître,7,dire,"que j’ ai été une fois assuré de la vérité de cette proposition , que les trois angles d’ un triangle sont égaux à deux droits","que j’ avoir être un fois assurer de le vérité de ce proposition , que le trois angle d’ un triangle être égal à deux droit","c’est-à-dire je connais (le souvenir n’étant que le renouvellement d’une chose passée) que j’ai été une fois assuré de la vérité de cette proposition, que les trois angles d’un triangle sont égaux à deux droits."
L4_CH_02,j’,remarqué,remarquer,7,NAN,"que tous les modes de la seconde et de la troisième figure se peuvent tirer de la première par cette seule méthode , en supposant que le mode de la première est bon , et par conséquent que la conclusion étant fausse , ou sa contradictoire étant prise pour vraie , et une prémisse étant prise pour vraie aussi","que tout le mode de le second et de le troisième figure se pouvoir tirer de le premier par ce seul méthode , en supposer que le mode de le premier être bon , et par conséquent que le conclusion être faux , ou son contradictoire être prendre pour vrai , et un prémisse être prendre pour vrai aussi","Et j’ai remarqué dans ma jeunesse, lorsque j’épluchais ces choses, que tous les modes de la seconde et de la troisième figure se peuvent tirer de la première par cette seule méthode, en supposant que le mode de la première est bon, et par conséquent que la conclusion étant fausse, ou sa contradictoire étant prise pour vraie, et une prémisse étant prise pour vraie aussi, il faut que la contradictoire de l’autre prémisse soit vraie."
L4_CH_02,je,remarquerai,remarquer,7,encore,"que c’ est une commune opinion , qu’ il n’ y a que les sciences mathématiques , qui soient capables d’ une certitude démonstrative","que c’ être un commun opinion , qu’ il n’ y avoir que le science mathématique , qui être capable d’ un certitude démonstratif","maintenant je remarquerai encore ce que j’ai déjà touché plus d’une fois, que c’est une commune opinion, qu’il n’y a que les sciences mathématiques, qui soient capables d’une certitude démonstrative ;"
L4_CH_02,je,crois,croire,5.03,pourtant,qu’ il y a un degré d’ évidence qui nous élève au-dessus du doute,qu’ il y avoir un degré d’ évidence qui nous élever au-dessus de doute,"Pour moi, je crois pourtant qu’il y a un degré d’évidence qui nous élève au-dessus du doute."
L4_CH_02,nous,trouvons,trouver,5.85,certainement,"que le plaisir ou la douleur suivent l’ application de certains objets sur nous , vrais ou songes , et que cette certitude est aussi grande que notre bonheur ou notre misère","que le plaisir ou le douleur suivre l’ application de certain objet sur nous , vrai ou songe , et que ce certitude être aussi grand que notre bonheur ou notre misère","Et, s’il persiste à paraître sceptique, je lui dirai que c’est assez que nous trouvons certainement que le plaisir ou la douleur suivent l’application de certains objets sur nous, vrais ou songes, et que cette certitude est aussi grande que notre bonheur ou notre misère ;"
L4_CH_02,je,crois,croire,5.03,Ainsi,"que nous pouvons compter trois sortes de connaissances : l’ intuitive , la démonstrative , et la sensitive","que nous pouvoir compter trois sorte de connaissance : l’ intuitif , le démonstrative , et le sensitive","Ainsi je crois que nous pouvons compter trois sortes de connaissances : l’intuitive, la démonstrative, et la sensitive."
L4_CH_02,Je,crois,croire,5.03,même,que vous avez raison,que vous avoir raison,"Je crois que vous avez raison, Monsieur, et je pense même qu’à ces espèces de la certitude, ou à la connaissance certaine, vous pourriez ajouter la connaissance du vraisemblable ;"
L4_CH_02,je,pense,penser,5.46,même,"qu’ à ces espèces de la certitude , ou à la connaissance certaine , vous pourriez ajouter la connaissance du vraisemblable","qu’ à ce espèce de le certitude , ou à le connaissance certain , vous pouvoir ajouter le connaissance de vraisemblable","Je crois que vous avez raison, Monsieur, et je pense même qu’à ces espèces de la certitude, ou à la connaissance certaine, vous pourriez ajouter la connaissance du vraisemblable ;"
L4_CH_02,je,crois,croire,5.03,NAN,"que le vrai criterion , en matière des objets des sens , est la liaison des phénomènes , c’ est - à - dire la connexion de ce qui se passe en différents lieux et temps , et dans l’ expérience de différents hommes ,","que le vrai criterion , en matière de objet de sens , être le liaison de phénomène , c’ est - à - dire le connexion de ce qui se passer en différent lieu et temps , et dans l’ expérience de différent homme ,","de sorte que je crois que le vrai criterion, en matière des objets des sens, est la liaison des phénomènes, c’est-à-dire la connexion de ce qui se passe en différents lieux et temps, et dans l’expérience de différents hommes,"
L4_CH_03,je,crois,croire,5.03,NAN,qu’ il est en notre pouvoir de la déterminer,qu’ il être en notre pouvoir de le déterminer,"mais j’ose vous dire, Monsieur, que je souhaiterais qu’il fût aussi aisé de toucher les âmes pour les porter à leur bien, et de guérir les corps de leurs maladies, que je crois qu’il est en notre pouvoir de la déterminer."
L4_CH_03,j’,remarqué,remarquer,7,auparavant,"qu’ une personne qui n’ a des idées des angles d’ un triangle que de la manière qu’ on les a communément , ne s’ avisera jamais de trouver qu’ ils sont toujours égaux à deux angles droits","qu’ un personne qui n’ avoir un idée de angle d’ un triangle que de le manière qu’ on le avoir communément , ne s’ aviser jamais de trouver qu’ il être toujours égal à deux angle droit","C’est comme j’ai remarqué un peu auparavant, qu’une personne qui n’a des idées des angles d’un triangle que de la manière qu’on les a communément, ne s’avisera jamais de trouver qu’ils sont toujours égaux à deux angles droits."
L4_CH_03,je,pense,penser,5.46,NAN,"que vous demeurerez d’ accord , Monsieur , qu’ il n’ est pas dans le pouvoir d’ une machine toute nue de faire naître la perception , sensation , raison","que vous demeurer d’ accord , Monsieur , qu’ il n’ être pas dans le pouvoir d’ un machine toute nu de faire naître le perception , sensation , raison","C’est de quoi je pense que vous demeurerez d’accord, Monsieur, qu’il n’est pas dans le pouvoir d’une machine toute nue de faire naître la perception, sensation, raison."
L4_CH_03,je,reconnais,reconnaître,6.85,NAN,qu’ il faudra admettre si l’ âme n’ est point immatérielle,qu’ il falloir admettre si l’ âme n’ être point immatériel,C’est un miracle en effet que je reconnais qu’il faudra admettre si l’âme n’est point immatérielle ;
L4_CH_03,Je,vois,voir,5,aussi,que de la manière que vous prenez la chose,que de le manière que vous prendre le chose,"Je vois bien aussi que de la manière que vous prenez la chose, on peut se déterminer raisonnablement sur la question présente, sans avoir besoin d’aller jouir de l’état de la vision et de se trouver dans la compagnie de ces génies supérieurs, qui pénètrent bien avant dans la constitution intérieure des choses, et dont la vue vive et perçante et le vaste champ de connaissance nous peut faire imaginer par conjecture de quel bonheur ils doivent jouir."
L4_CH_03,J’,cru,croire,5.03,au-dessus,"qu’ il était tout à fait au-dessus de notre connaissance « d’ allier la sensation avec une matière étendue , et l’ existence , avec une chose qui n’ ait absolument point d’ étendue »","qu’ il être tout à fait au-dessus de notre connaissance « d’ allier le sensation avec un matière étendu , et l’ existence , avec un chose qui n’ avoir absolument point d’ étendue »","J’avais cru qu’il était tout à fait au-dessus de notre connaissance « d’allier la sensation avec une matière étendue, et l’existence, avec une chose qui n’ait absolument point d’étendue »."
L4_CH_03,je,vois,voir,5,maintenant,"que , s’ il le faisait , ce serait par un miracle , et que cette incompréhensibilité de l’ union de l’ âme et du corps ou de l’ alliance de la sensation avec la matière semble cesser par votre hypothèse de l’ accord préétabli entre des substances différentes","que , s’ il le faire , ce être par un miracle , et que ce incompréhensibilité de l’ union de l’ âme et de corps ou de l’ alliance de le sensation avec le matière sembler cesser par votre hypothèse de l’ accord préétablir entrer un substance différent","et les autres ne trouvant point que la pensée soit renfermée dans les facultés naturelles de la matière, en concluaient que Dieu même ne pouvait donner la vie et la perception à une substance solide sans y mettre quelque substance immatérielle, au lieu que je vois maintenant que, s’il le faisait, ce serait par un miracle, et que cette incompréhensibilité de l’union de l’âme et du corps ou de l’alliance de la sensation avec la matière semble cesser par votre hypothèse de l’accord préétabli entre des substances différentes."
L4_CH_03,Je,trouve,trouver,5.85,NAN,"que les figures sont un grand remède à l’ incertitude des mots , et c’ est ce qui ne peut point avoir lieu dans les idées morales","que le figure être un grand remède à l’ incertitude de mot , et c’ être ce qui ne pouvoir point avoir lieu dans le idée moral","Je trouve que les figures sont un grand remède à l’incertitude des mots, et c’est ce qui ne peut point avoir lieu dans les idées morales."
L4_CH_03,je,crois,croire,5.03,NAN,"que de grands changements en mal et en bien sont réservés au genre humain , mais plus en bien enfin qu’ en mal","que de grand changement en mal et en bien être réserver au genre humain , mais plus en bien enfin qu’ en mal","et je crois que de grands changements en mal et en bien sont réservés au genre humain, mais plus en bien enfin qu’en mal."
L4_CH_03,Je,crois,croire,5.03,NAN,"que cette partie de la police devrait être l’ objet des plus grands soins de ceux qui gouvernent , après celui de la vertu , et qu’ un des plus grands fruits de la bonne morale ou politique sera de nous amener une meilleure médecine , quand les hommes commenceront à être plus sages qu’ ils ne sont , et quand les grands auront appris de mieux employer leurs richesses et leur puissance pour leur propre bonheur","que ce partie de le police devoir être l’ objet de plus grand soin de celui qui gouverner , après celui de le vertu , et qu’ un de plus grand fruit de le bon morale ou politique être de nous amener un meilleur médecine , quand le homme commencer à être plus sage qu’ il ne être , et quand le grand avoir apprendre de mieux employer leur richesse et son puissance pour son propre bonheur","Je crois en effet que cette partie de la police devrait être l’objet des plus grands soins de ceux qui gouvernent, après celui de la vertu, et qu’un des plus grands fruits de la bonne morale ou politique sera de nous amener une meilleure médecine, quand les hommes commenceront à être plus sages qu’ils ne sont, et quand les grands auront appris de mieux employer leurs richesses et leur puissance pour leur propre bonheur."
L4_CH_03,Je,crois,croire,5.03,bien,que nous n’ irons jamais aussi loin qu’ il serait à souhaiter,que nous n’ aller jamais aussi loin qu’ il être à souhaiter,Je crois bien que nous n’irons jamais aussi loin qu’il serait à souhaiter ;
L4_CH_04,je,crois,croire,5.03,NAN,"qu’ on désavouera la première supposition , et qu’ on n’ aura pas l’ esprit assez enfoncé dans la matière pour croire que la vie éternelle est due à aucune figure d’ une masse matérielle , en sorte que la masse doive avoir éternellement du sentiment , parce qu’ elle a été moulée sur une telle figure","qu’ on désavouer le premier supposition , et qu’ on n’ avoir pas l’ esprit assez enfoncer dans le matière pour croire que le vie éternel être devoir à aucun figure d’ un masse matériel , en sorte que le masse devoir avoir éternellement de sentiment , parce qu’ lui avoir être mouler sur un tel figure","Et en effet je crois qu’on désavouera la première supposition, et qu’on n’aura pas l’esprit assez enfoncé dans la matière pour croire que la vie éternelle est due à aucune figure d’une masse matérielle, en sorte que la masse doive avoir éternellement du sentiment, parce qu’elle a été moulée sur une telle figure."
L4_CH_05,je,crois,croire,5.03,Ainsi,que cette définition n’ explique point le point dont il s’ agit,que ce définition n’ expliquer point le point dont il s’ agir,Ainsi je crois que cette définition n’explique point le point dont il s’agit.
L4_CH_06,Je,crois,croire,5.03,NAN,qu’ encore d’ autres marques pourraient faire cet effet,qu’ encore d’ autre marque pouvoir faire ce effet,Je crois qu’encore d’autres marques pourraient faire cet effet ;
L4_CH_06,Je,crois,croire,5.03,NAN,"que votre pensée s’ exécutera un jour , tant cette écriture me paraît agréable et naturelle","que votre pensée s’ exécuter un jour , tant ce écriture me paraître agréable et naturel","Je crois que votre pensée s’exécutera un jour, tant cette écriture me paraît agréable et naturelle : et il semble qu’elle ne serait pas de petite conséquence pour augmenter la perfection de notre esprit et pour rendre nos conceptions plus réelles."
L4_CH_06,J’,supposé,supposer,3.29,ici,que la race ne dégénère ou ne change point,que le race ne dégénérer ou ne changer point,J’ai supposé jusqu’ici que la race ne dégénère ou ne change point :
L4_CH_06,J’,remarqué,remarquer,7,autrefois,"que le même se trouve dans les idées des accidents dont la nature est un peu abstruse , comme sont par exemple les figures de géométrie","que le même se trouver dans le idée de accident dont le nature être un peu abstrus , comme être par exemple le figure de géométrie","J’ai déjà remarqué autrefois que le même se trouve dans les idées des accidents dont la nature est un peu abstruse, comme sont par exemple les figures de géométrie ;"
L4_CH_06,Nous,savons,savoir,8.65,certainement,que le plus pesant de tous les corps connus ici - bas est fixe,que le plus pesant de tout le corps connaître ici - bas être fixe,"Nous savons presque aussi certainement que le plus pesant de tous les corps connus ici-bas est fixe, que nous savons certainement qu’il fera jour demain."
L4_CH_06,nous,savons,savoir,8.65,certainement,qu’ il fera jour demain,qu’ il faire jour demain,"Nous savons presque aussi certainement que le plus pesant de tous les corps connus ici-bas est fixe, que nous savons certainement qu’il fera jour demain."
L4_CH_06,je,crois,croire,5.03,NAN,"que parmi les secondes qualités des corps et les puissances qui s’ y rapportent , on n’ en saurait nommer deux dont la coexistence nécessaire ou l’ incompatibilité puisse être connue certainement , hormis les qualités qui appartiennent au même sens et s’ excluent nécessairement l’ une l’ autre , comme lorsqu’ on peut dire que ce qui est blanc n’ est pas noir","que parmi le seconde qualité de corps et le puissance qui s’ y rapporter , on n’ en savoir nommer deux dont le coexistence nécessaire ou l’ incompatibilité pouvoir être connaître certainement , hormis le qualité qui appartenir au même sens et s’ exclure nécessairement l’ un l’ autre , comme lorsqu’ on pouvoir dire que ce qui être blanc n’ être pas noir","Et je crois pour moi que parmi les secondes qualités des corps et les puissances qui s’y rapportent, on n’en saurait nommer deux dont la coexistence nécessaire ou l’incompatibilité puisse être connue certainement, hormis les qualités qui appartiennent au même sens et s’excluent nécessairement l’une l’autre, comme lorsqu’on peut dire que ce qui est blanc n’est pas noir."
L4_CH_06,Je,crois,croire,5.03,pourtant,qu’ on en trouverait peut-être,qu’ on en trouver peut-être,"Je crois pourtant qu’on en trouverait peut-être : par exemple, tout corps palpable (ou qu’on peut sentir par l’attouchement) est visible."
L4_CH_07,je,croyais,croire,5.03,autant,que c’ était toujours autant de gagné que d’ avoir diminué le nombre des axiomes,que c’ être toujours autant de gagner que d’ avoir diminuer le nombre de axiome,"Mais je n’étais pas de cet avis, et je croyais que c’était toujours autant de gagné que d’avoir diminué le nombre des axiomes."
L4_CH_07,j’,remarqué,remarquer,7,déjà,qu’ il est aussi évident de dire esthétiquement en particulier : A est A,qu’ il être aussi évident de dire esthétiquement en particulier : a être a,"Il est vrai et j’ai déjà remarqué qu’il est aussi évident de dire esthétiquement en particulier : A est A, que de dire en général, on est ce qu’on est."
L4_CH_07,J’,cru,croire,5.03,toujours,que les axiomes ont peu d’ influence sur les autres parties de notre connaissance,que le axiome avoir peu d’ influence sur le autre party de notre connaissance,J’avais toujours cru que les axiomes ont peu d’influence sur les autres parties de notre connaissance.
L4_CH_07,je,reconnais,reconnaître,6.85,NAN,qu’ il faut recourir aux axiomes,qu’ il falloir recourir à axiome,Mais vous avez distingué entre les connaissances singulières ou expériences des faits et entre les principes d’une connaissance universelle et nécessaire (et où je reconnais qu’il faut recourir aux axiomes) connue aussi entre l’ordre accidentel et naturel.
L4_CH_07,Je,trouve,trouver,5.85,NAN,"qu’ en des rencontres d’ importance , les auteurs auraient rendu service au public s’ ils avaient voulu marquer sincèrement dans leurs écrits les traces de leurs essais","qu’ en un rencontre d’ importance , le auteur avoir rendre service au public s’ il avoir vouloir marquer sincèrement dans leur écrit le trace de leur essai","Je trouve qu’en des rencontres d’importance, les auteurs auraient rendu service au public s’ils avaient voulu marquer sincèrement dans leurs écrits les traces de leurs essais ;"
L4_CH_07,je,trouve,trouver,5.85,NAN,qu’ il y a des fautes bien plus grandes dans la conversation que celle de demander trop de clarté,qu’ il y avoir un faute bien plus grand dans le conversation que celui de demander trop de clarté,"Au reste, je trouve qu’il y a des fautes bien plus grandes dans la conversation que celle de demander trop de clarté."
L4_CH_07,j’,remarqué,remarquer,7,déjà,"qu’ il y a des expressions superflues des idées , ou qui ne multiplient point les choses , comme si quelqu’ un disait : par triquetrum j’ entends un triangle trilatéral , et concluait de là que tout trilatéral n’ est pas triangle","qu’ il y avoir un expression superflu de idée , ou qui ne multiplier point le chose , comme si quelqu’ un dire : par triquetrum j’ entendre un triangle trilatéral , et conclure de là que tout trilatéral n’ être pas triangle","car j’ai déjà remarqué qu’il y a des expressions superflues des idées, ou qui ne multiplient point les choses, comme si quelqu’un disait : par triquetrum j’entends un triangle trilatéral, et concluait de là que tout trilatéral n’est pas triangle."
L4_CH_07,je,crois,croire,5.03,pourtant,qu’ il n’ y a point de vide,qu’ il n’ y avoir point de vide,"comme en effet, quoique je ne sois pas pour l’opinion cartésienne, je crois pourtant qu’il n’y a point de vide, et je trouve qu’on fait dans cet exemple un plus mauvais usage des idées que des maximes."
L4_CH_07,je,trouve,trouver,5.85,pourtant,qu’ on fait dans cet exemple un plus mauvais usage des idées que des maximes,qu’ on faire dans ce exemple un plus mauvais usage de idée que de maxime,"comme en effet, quoique je ne sois pas pour l’opinion cartésienne, je crois pourtant qu’il n’y a point de vide, et je trouve qu’on fait dans cet exemple un plus mauvais usage des idées que des maximes."
L4_CH_07,Je,crois,croire,5.03,NAN,"qu’ il a raison de conseiller cette méthode , surtout à l’ égard des préceptes , où la médecine est ratiocinative","qu’ il avoir raison de conseiller ce méthode , surtout à l’ égard de précepte , où le médecine être ratiocinativ","Je crois qu’il a raison de conseiller cette méthode, surtout à l’égard des préceptes, où la médecine est ratiocinative."
L4_CH_07,Je,crois,croire,5.03,c’,"que le meilleur sera de joindre les deux voies et de pas se plaindre des répétitions dans une matière si délicate et si importante comme est la médecine , où je trouve qu’ il nous manque ce que nous avons de trop à mon avis dans la jurisprudence , c’ est - à - dire des livres , des cas particuliers et des répertoires de ce qui a déjà été observe ; car je crois que la millième partie des livres jurisconsultes nous suffirait , mais que nous n’ aurions rien de trop en matière de médecine , si nous avions mille fois plus d’ observations bien circonstanciées .","que le meilleur être de joindre le deux voie et de pas se plaindre de répétition dans un matière si délicat et si important comme être le médecine , où je trouver qu’ il nous manque ce que nous avoir de trop à mon avis dans le jurisprudence , c’ est - à - dire de livre , de cas particulier et de répertoire de ce qui avoir déjà être observer ; car je croire que le millième partie de livre jurisconsulte nous suffire , mais que nous n’ avoir rien de trop en matière de médecine , si nous avoir mille fois plus d’ observation bien circonstancié .","Je crois donc que le meilleur sera de joindre les deux voies et de pas se plaindre des répétitions dans une matière si délicate et si importante comme est la médecine, où je trouve qu’il nous manque ce que nous avons de trop à mon avis dans la jurisprudence, c’est-à-dire des livres, des cas particuliers et des répertoires de ce qui a déjà été observe ; car je crois que la millième partie des livres jurisconsultes nous suffirait, mais que nous n’aurions rien de trop en matière de médecine, si nous avions mille fois plus d’observations bien circonstanciées."
L4_CH_07,je,trouve,trouver,5.85,c’,"qu’ il nous manque ce que nous avons de trop à mon avis dans la jurisprudence , c’ est - à - dire des livres , des cas particuliers et des répertoires de ce qui a déjà été observe ; car je crois que la millième partie des livres jurisconsultes nous suffirait , mais que nous n’ aurions rien de trop en matière de médecine , si nous avions mille fois plus d’ observations bien circonstanciées .","qu’ il nous manque ce que nous avoir de trop à mon avis dans le jurisprudence , c’ est - à - dire de livre , de cas particulier et de répertoire de ce qui avoir déjà être observer ; car je croire que le millième partie de livre jurisconsulte nous suffire , mais que nous n’ avoir rien de trop en matière de médecine , si nous avoir mille fois plus d’ observation bien circonstancié .","Je crois donc que le meilleur sera de joindre les deux voies et de pas se plaindre des répétitions dans une matière si délicate et si importante comme est la médecine, où je trouve qu’il nous manque ce que nous avons de trop à mon avis dans la jurisprudence, c’est-à-dire des livres, des cas particuliers et des répertoires de ce qui a déjà été observe ; car je crois que la millième partie des livres jurisconsultes nous suffirait, mais que nous n’aurions rien de trop en matière de médecine, si nous avions mille fois plus d’observations bien circonstanciées."
L4_CH_07,je,crois,croire,5.03,c’,"que la millième partie des livres jurisconsultes nous suffirait , mais que nous n’ aurions rien de trop en matière de médecine , si nous avions mille fois plus d’ observations bien circonstanciées","que le millième partie de livre jurisconsulte nous suffire , mais que nous n’ avoir rien de trop en matière de médecine , si nous avoir mille fois plus d’ observation bien circonstancié","Je crois donc que le meilleur sera de joindre les deux voies et de pas se plaindre des répétitions dans une matière si délicate et si importante comme est la médecine, où je trouve qu’il nous manque ce que nous avons de trop à mon avis dans la jurisprudence, c’est-à-dire des livres, des cas particuliers et des répertoires de ce qui a déjà été observe ; car je crois que la millième partie des livres jurisconsultes nous suffirait, mais que nous n’aurions rien de trop en matière de médecine, si nous avions mille fois plus d’observations bien circonstanciées."
L4_CH_07,je,crois,croire,5.03,point,"que le mauvais usage de la maxime , qu’ il est impossible qu’ une chose soit et ne soit pas , les séduirait , ni qu’ ils y pensent même en faisant ce raisonnement","que le mauvais usage de le maxime , qu’ il être impossible qu’ un chose être et ne être pas , le séduire , ni qu’ il y penser même en faire ce raisonnement","Et, si quelqu’un prévenu qu’il n’y a point d’âme raisonnable quand elle ne nous paraît point, concluait que les enfants qui viennent de naître et les imbéciles ne sont point de l’espèce humaine (comme en effet l’auteur rapporte d’avoir discouru avec des personnes fort raisonnables qui le niaient), je ne crois point que le mauvais usage de la maxime, qu’il est impossible qu’une chose soit et ne soit pas, les séduirait, ni qu’ils y pensent même en faisant ce raisonnement."
L4_CH_08,Je,crois,croire,5.03,bien,que les personnes raisonnables n’ ont garde d’ employer les axiomes identiques de la manière dont nous venons de parler,que le personne raisonnable n’ avoir garde d’ employer le axiome identique de le manière dont nous venir de parler,Je crois bien que les personnes raisonnables n’ont garde d’employer les axiomes identiques de la manière dont nous venons de parler.
L4_CH_08,Je,crois,croire,5.03,bien,qu’ on n’ instruira pas un homme en lui disant qu’ il ne doit pas nier et affirmer le même en même temps,qu’ on n’ instruire pas un homme en luire dire qu’ il ne devoir pas nier et affirmer le même en même temps,Je crois bien qu’on n’instruira pas un homme en lui disant qu’il ne doit pas nier et affirmer le même en même temps ;
L4_CH_08,Je,trouve,trouver,5.85,NAN,"que cet auteur , aussi plein d’ esprit que doué de jugement , a toutes les raisons du monde de parler contre ceux qui en useraient ainsi","que ce auteur , aussi plein d’ esprit que doué de jugement , avoir tout le raison de monde de parler contre celui qui en user ainsi","Je trouve que cet auteur, aussi plein d’esprit que doué de jugement, a toutes les raisons du monde de parler contre ceux qui en useraient ainsi."
L4_CH_08,je,vois,voir,5,bien,"qu’ on le peut appliquer à plus forte raison aux propositions qui paraissent frivoles , et le sont en bien des occasions , ou une partie de l’ idée complexe est affirmée de l’ objet de cette idée , comme en disant : le plomb est un métal , dans l’ esprit d’ un homme qui connaît la signification de ces termes , et qui sait que le plomb signifie un corps fort pesant , fusible et malléable","qu’ on le pouvoir appliquer à plus fort raison à proposition qui paraître frivole , et le être en bien un occasion , ou un partie de l’ idée complexe être affirmer de l’ objet de ce idée , comme en dire : le plomb être un métal , dans l’ esprit d’ un homme qui connaître le signification de ce terme , et qui savoir que le plomb signifier un corps fort pesant , fusible et malléable","Je le reconnais, et je vois bien qu’on le peut appliquer à plus forte raison aux propositions qui paraissent frivoles, et le sont en bien des occasions, ou une partie de l’idée complexe est affirmée de l’objet de cette idée, comme en disant : le plomb est un métal, dans l’esprit d’un homme qui connaît la signification de ces termes, et qui sait que le plomb signifie un corps fort pesant, fusible et malléable ;"
L4_CH_08,nous,trouvons,trouver,5.85,NAN,que tout cela n’ emporte autre chose que la signification des termes,que tout celer n’ emporter autre chose que le signification de terme,"et quelque spacieuses que ces propositions et autres paraissent quelquefois du premier coup d’œil, cependant si nous en pressons la force, nous trouvons que tout cela n’emporte autre chose que la signification des termes."
L4_CH_09,J’,remarqué,remarquer,7,déjà,"que nous connaissions notre existence par l’ intuition , celle de Dieu par démonstration , et celle des autres par sensation","que nous connaître notre existence par l’ intuition , celui de Dieu par démonstration , et celui de autre par sensation","J’ai remarqué déjà, suivant l’excellent auteur anglais qui a écrit l’Essai concernant l’entendement, que nous connaissions notre existence par l’intuition, celle de Dieu par démonstration, et celle des autres par sensation."
L4_CH_10,je,suppose,supposer,3.29,Ainsi,"que chacun connaît qu’ il est quelque chose qui existe actuellement , et qu’ ainsi il y a un Être réel","que chacun connaître qu’ il être quelque chose qui exister actuellement , et qu’ ainsi il y avoir un être réel","Ainsi je suppose que chacun connaît qu’il est quelque chose qui existe actuellement, et qu’ainsi il y a un Être réel."
L4_CH_10,Nous,savons,savoir,8.65,encore,que le pur néant ne peut point produire un Être réel,que le pur néant ne pouvoir point produire un être réel,"Nous savons encore, par une connaissance de simple vue, que le pur néant ne peut point produire un Être réel."
