Divs,Source,VAP,Lemma,VAP_values,ADV,Target,Target_lemma,Phrase Complete
L4_CH_16,je,trouve,trouver,5.85,NAN,qu’ une chose est la plûpart du temps telle que l’ exemple,qu’ un chose être le plûpart de temps tel que l’ exemple,"Le dégré suivant de Probabilité, c’est lorsque je trouve par ma propre expérience et par le rapport unanime de tous les autres hommes qu’une chose est la plûpart du temps telle que l’exemple, l’Histoire nous apprenant dans tous les âges, et ma propre expérience me confirmant autant que j’ai occasion de l’observer, que la plûpart des hommes préferent leur intérêt particulier à celui du Public, si tous les Historiens qui ont écrit de Tibere, disent que Tibere en a usé ainsi"
L4_CH_16,je,trouve,trouver,5.85,NAN,que la plûpart des hommes préferent leur intérêt particulier à celui du Public,que le plûpart de homme préferer son intérêt particulier à celui de public,"Le dégré suivant de Probabilité, c’est lorsque je trouve par ma propre expérience et par le rapport unanime de tous les autres hommes qu’une chose est la plûpart du temps telle que l’exemple, l’Histoire nous apprenant dans tous les âges, et ma propre expérience me confirmant autant que j’ai occasion de l’observer, que la plûpart des hommes préferent leur intérêt particulier à celui du Public, si tous les Historiens qui ont écrit de Tibere, disent que Tibere en a usé ainsi"
L4_CH_16,je,pense,penser,5.46,NAN,qu’ il ne sera pas hors de propos,qu’ il ne être pas hors de propos," : sur quoi je pense qu’il ne sera pas hors de propos de prendre connaissance d’une Règle observée dans la Loi d’Angleterre, qui est que, quoi que la Copie d’un Acte, reconnue authentique par des Témoins, soit une bonne preuve, cependant la copie d’une Copie, quelque bien attestée qu’elle soit et par les témoins les plus accrédités, n’est jamais admise pour preuve en Jugement."
L4_CH_16,je,trouve,trouver,5.85,NAN,qu’ on en use ordinairement d’ une manière directement contraire parmi certaines gens chez qui les Opinions acquièrent de nouvelles forces en vieillissant,qu’ on en user ordinairement d’ un manière directement contraire parmi certain gens chez qui le opinion acquérir de nouveau force en vieillir,"J’ai crû qu’il était nécessaire de faire cette remarque, parce que je trouve qu’on en use ordinairement d’une manière directement contraire parmi certaines gens chez qui les Opinions acquièrent de nouvelles forces en vieillissant, de sorte qu’une chose qui n’aurait point du tout paru probable il y a mille ans à un homme raisonnable, contemporain de celui qui la certifia le prémier, passe présentement dans leur Esprit pour certaine et tout-à-fait indubitable, parce que depuis ce temps-là plusieurs personnes l’ont rapportée sur son témoignage les uns après les autres."
L4_CH_16,Nous,voyons,voir,5,NAN,"que les Animaux sont engendrés , nourris , et qu’ ils se meuvent , que l’ Aimant attire le Fer , et que les parties d’ une Chandelle venant à se fondre successivement , se changent en flamme , et nous donnent de la lumière et de la chaleur","que le animal être engendrer , nourrir , et qu’ il se mouvoir , que l’ aimant attirer le fer , et que le party d’ un chandelle venir à se fondre successivement , se changer en flamme , et nous donner de le lumière et de le chaleur","Nous voyons que les Animaux sont engendrés, nourris, et qu’ils se meuvent, que l’Aimant attire le Fer, et que les parties d’une Chandelle venant à se fondre successivement, se changent en flamme, et nous donnent de la lumière et de la chaleur."
L4_CH_16,nous,croyons,croire,5.03,NAN,"qu’ il est probable que la couleur et l’ éclat des Corps n’ est autre chose de la part des Corps , que le différent arrangement et la refraction de leurs particules insensibles","qu’ il être probable que le couleur et l’ éclat de corps n’ être autre chose de le part de corps , que le différent arrangement et le refraction de leur particule insensible","observant de même que les différentes refractions des Corps pellucides excitent dans nos yeux différentes apparences de plusieurs Couleurs, comme aussi que la diverse position et le différent arrangement des parties qui composent la surface de différens Corps comme du Velours, de la soye façonnée en ondes, etcetera, produit le même effet, nous croyons qu’il est probable que la couleur et l’éclat des Corps n’est autre chose de la part des Corps, que le différent arrangement et la refraction de leurs particules insensibles."
L4_CH_17,nous,trouverons,trouver,5.85,NAN,"que nous raisonnons mieux et plus clairement lorsque nous observons seulement la connexion des preuves , sans réduire nos pensées à aucune règle ou forme Syllogistique","que nous raisonner mieux et plus clairement lorsque nous observer seulement le connexion de preuve , sans réduire notre pensée à aucun règle ou forme syllogistique","Si nous faisons reflexion sur les actions de notre Esprit, nous trouverons que nous raisonnons mieux et plus clairement lorsque nous observons seulement la connexion des preuves, sans réduire nos pensées à aucune règle ou forme Syllogistique."
L4_CH_17,je,crois,croire,5.03,NAN,"que chacun reconnaîtra sans peine dans les Démonstrations Mathematiques ,","que chacun reconnaître sans peine dans le démonstration mathematique ,","et je crois que chacun reconnaîtra sans peine dans les Démonstrations Mathematiques, que la connaissance qu’on acquiert par cet ordre naturel ; paraît plûtôt et plus clairement sans le recours d’aucun syllogisme."
L4_CH_17,je,crois,croire,5.03,NAN,que la connaissance qu’ on acquiert par cet ordre naturel   ;,que le connaissance qu’ on acquérir par ce ordre naturel   ;,"et je crois que chacun reconnaîtra sans peine dans les Démonstrations Mathematiques, que la connaissance qu’on acquiert par cet ordre naturel ; paraît plûtôt et plus clairement sans le recours d’aucun syllogisme."
L4_CH_17,j’,trouvé,trouver,5.85,NAN,"qu’ en rangeant les Idées moyennes toutes nues dans leur ordre naturel , on voit mieux l’ incohérence de l’ Argumentation que par le moyen d’ un syllogisme","qu’ en ranger le idée moyen tout nu dans son ordre naturel , on voir mieux l’ incohérence de l’ argumentation que par le moyen d’ un syllogisme","J’ai été moi-même dans ce sentiment, jusqu’à ce qu’après un plus sévére examen j’ai trouvé qu’en rangeant les Idées moyennes toutes nues dans leur ordre naturel, on voit mieux l’incohérence de l’Argumentation que par le moyen d’un syllogisme ;"
L4_CH_18,Je,trouve,trouver,5.85,NAN,que dans chaque Secte on se sert avec plaisir de la Raison autant qu’ on en peut tirer quelque secours  ,que dans chaque secte on se servir avec plaisir de le raison autant qu’ on en pouvoir tirer quelque secours  ,Je trouve que dans chaque Secte on se sert avec plaisir de la Raison autant qu’on en peut tirer quelque secours ;
L4_CH_18,je,suppose,supposer,3.29,NAN,"que c’ est la découverte de la certitude ou de la probabilité des Propositions ou Vérités que l’ Esprit vient à connaître par des déductions tirées d’ Idées qu’ il a acquises par l’ usage de ses Facultés naturelles , c’ est - à - dire , par Sensation ou par Reflexion","que c’ être le découverte de le certitude ou de le probabilité de proposition ou vérité que l’ esprit venir à connaître par un déduction tirer d’ idée qu’ il avoir acquérir par l’ usage de son faculté naturel , c’ est - à - dire , par sensation ou par reflexion","Considerant donc ici la Raison comme distincte de la Foi, je suppose que c’est la découverte de la certitude ou de la probabilité des Propositions ou Vérités que l’Esprit vient à connaître par des déductions tirées d’Idées qu’il a acquises par l’usage de ses Facultés naturelles, c’est-à-dire, par Sensation ou par Reflexion."
L4_CH_18,nous,apercevons,apercevoir,nan,NAN,"qu’ il est impossible que deux Idées dont nous voyons intuitivement la disconvenance , doivent être regardées ou admises comme ayant une parfaite convenance entr’elles","qu’ il être impossible que deux idée dont nous voir intuitivement le disconvenance , devoir être regarder ou admettre comme avoir un parfait convenance entr’elle","Parce que l’évidence que nous avons, premièrement, que nous ne nous trompons point en attribuant une telle chose à Dieu, et en second lieu, que nous en comprenons le vrai sens, ne peut jamais être si grande que l’évidence de notre propre Connaissance Intuitive par où nous apercevons qu’il est impossible que deux Idées dont nous voyons intuitivement la disconvenance, doivent être regardées ou admises comme ayant une parfaite convenance entr’elles."
L4_CH_19,Je,suppose,supposer,3.29,NAN,"que c’ est là ce qu’ il faut entendre proprement par Enthousiasme , qui sans être fondé sur la Raison ou sur la Revelation divine , mais procedant de l’ imagination d’ un Esprit échauffé ou plein de lui-même , n’ a pas plûtôt pris racine quelque part , qu’ il a plus d’ influence sur les Opinions et les Actions des hommes que la Raison ou la Revelation , prises séparément ou jointes ensemble","que c’ être là ce qu’ il falloir entendre proprement par Enthousiasme , qui sans être fonder sur le raison ou sur le revelation divin , mais proceder de l’ imagination d’ un esprit échauffer ou plein de lui-même , n’ avoir pas plûtôt prendre racine quelque part , qu’ il avoir plus d’ influence sur le opinion et le action de homme que le raison ou le revelation , prendre séparément ou joindre ensemble","Je suppose que c’est là ce qu’il faut entendre proprement par Enthousiasme, qui sans être fondé sur la Raison ou sur la Revelation divine, mais procedant de l’imagination d’un Esprit échauffé ou plein de lui-même, n’a pas plûtôt pris racine quelque part, qu’il a plus d’influence sur les Opinions et les Actions des hommes que la Raison ou la Revelation, prises séparément ou jointes ensemble"
L4_CH_19,je,connais,connaître,7,NAN,"qu’ il est tel que je le vois , par l’ évidence de la chose même","qu’ il être tel que je le voir , par l’ évidence de le chose même","Ce que je vois, je connais qu’il est tel que je le vois, par l’évidence de la chose même."
L4_CH_19,nous,voyons,voir,5,Ainsi,"que les Saints hommes qui recevaient des revelations de Dieu , avaient quelque autre preuve que la lumière intérieure qui éclatait dans leurs Esprits , pour les assurer que ces Revelations venaient de la part de Dieu","que le saint homme qui recevoir un revelation de Dieu , avoir quelque autre preuve que le lumière intérieur qui éclater dans leur esprit , pour le assurer que ce revelation venir de le part de Dieu","Ainsi nous voyons que les Saints hommes qui recevaient des revelations de Dieu, avaient quelque autre preuve que la lumière intérieure qui éclatait dans leurs Esprits, pour les assurer que ces Revelations venaient de la part de Dieu."
L4_CH_20,je,pense,penser,5.46,NAN,"qu’ en ce cas -là nous n’ avons pas le choix de nous déterminer pour le côté que nous voulons , s’ il y a entr’eux des différences tout-à-fait visibles","qu’ en ce cas -là nous n’ avoir pas le choix de nous déterminer pour le côté que nous vouloir , s’ il y avoir entr’eux un différence tout-à-fait visible","Mais lorsque l’Esprit juge que la Proposition renferme quelque chose à quoi il prend intérêt, lorsqu’il croit que les conséquences qui suivent de ce qu’on la reçoit ou qu’on la rejette, sont importantes, et que le Bonheur ou le Malheur dépendent de prendre ou de refuser le bon parti, de sorte qu’il s’applique serieusement à en rechercher et examiner la Probabilité, je pense qu’en ce cas-là nous n’avons pas le choix de nous déterminer pour le côté que nous voulons, s’il y a entr’eux des différences tout-à-fait visibles."
L4_CH_20,nous,trouverions,trouver,5.85,toûjours,que ce soit le pur amour de la Vérité qui leur a fait recevoir les Doctrines qu’ ils professent et soutiennent publiquement,que ce être le pur amour de le vérité qui son avoir faire recevoir le doctrine qu’ il professer et soutenir publiquement,"Si nous pouvions voir les secrets motifs qui font agir les personnes de nom, les Savants, les Chefs de Parti, nous ne trouverions pas toûjours que ce soit le pur amour de la Vérité qui leur a fait recevoir les Doctrines qu’ils professent et soutiennent publiquement."
