Divs,Phrases
L4_CH_02,"Il est vrai que dans les écoles logiques on aime mieux se servir des conversions pour tirer les figures moins principales de la première, qui est la principal ; parce que cela paraît plus commode pour les écoliers."
L4_CH_02,"Mais pour ceux qui cherchent les raisons démonstratives, où il faut employer le moins de suppositions qu’on peut, on ne démontrera pas par la supposition de la conversion ce qui se peut démontrer par le seul principe primitif, qui est celui de la contradiction et qui ne suppose rien."
L4_CH_02,"J’ai même fait cette observation qui paraît remarquable : c’est que les seules figures moins principales qu’on appelle directes, savoir la seconde et la troisième, se peuvent démontrer par le principe de contradiction tout seul ; mais la figure moins principale indirecte, qui est la quatrième, et dont les Arabes attribuent l’invention à Galien, quoique nous n’en trouvions rien dans les ouvrages qui nous restent de lui, ni dans les autres auteurs grecs, la quatrième, dis-je, a ce désavantage qu’elle ne saurait être tirée de la première ou principale par cette méthode seule, et qu’il faut encore employer une autre supposition, savoir les conversions ; de sorte qu’elle est plus éloignée d’un degré que la seconde et la troisième, qui sont de niveau, et également éloignées de la première ; au lieu que la quatrième a besoin encore de la seconde et de la troisième pour être démontrée, Car il se trouve fort à propos que les conversions mêmes dont elle a besoin, se démontrent par la figure seconde ou troisième, démontrables indépendamment des conversions ; comme je viens de faire voir."
L4_CH_02,"C’est Pierre de la Ramée qui fit déjà cette remarque de la démonstrabilité de la conversion par ces figures ; et (si je ne me trompe) il objecta le cercle aux logiciens qui se servent de la conversion pour démontrer ces figures, quoique ce n’était pas tant le cercle qu’il leur fallait objecter (car il ne se servaient point de ces figures à leur tour pour justifier les conversions) que l’hysteron proteron ou le rebours, parce que les conversions méritaient plutôt d’être démontrées par ces figures, que ces figures par les conversions."
L4_CH_02,"Mais comme cette démonstration des conversions fait encore voir l’usage des identiques affirmatives que plusieurs prennent pour frivoles tout à fait, il sera d’autant plus à propos de la mettre ici."
L4_CH_02,"Je ne veux parler que des conversions sans contraposition, qui me suffisent ici, et qui sont simples ou par accident comme on les appelle."
L4_CH_02,"Les conversions simples sont de deux sortes, celle de l’universelle négative, comme : nul carré n’est obtusangle, donc nul obtusangle n’est carré ; et celle de la particulière affirmative, comme : quelque triangle est obtusangle, donc quelque obtusangle est un triangle."
L4_CH_02,"Mais la conversion par accident, comme on l’appelle, regarde l’universelle affirmative, comme : tout carré est rectangle, donc quelque rectangle est carré."
L4_CH_02,"On entend toujours ici par rectangle une figure dont tous les angles sont droits, et par le carré un quadrilatère régulier."
L4_CH_02,Nul A est B ; donc nul B n’est A.
L4_CH_02,Quelque A est B ; donc quelque B est A.
L4_CH_02,Tout A est B ; donc quelque B est A.
L4_CH_02,"Démonstration de première conversion en Cesare, qui est de la seconde figure."
L4_CH_02,Tout B est B.
L4_CH_02,Donc nul B est A.
L4_CH_02,Tout A est B.
L4_CH_02,Donc quelque B est A.
L4_CH_02,Démonstration de la seconde conversion en Datiti qui est de la troisième figure.
L4_CH_02,Quelque A est B.
L4_CH_02,Donc quelque B est A.
L4_CH_02,Démonstration de la troisième conversion en Darapti qui est de la troisième figure.
L4_CH_02,Tout A est B.
L4_CH_02,Donc quelque B est A.
L4_CH_02,Ce qui fait voir que les propositions identiques les plus pures et qui paraissent les plus inutiles sont d’un usage considérable dans l’abstrait et général ; et cela nous peut apprendre qu’on ne doit mépriser aucune vérité.
L4_CH_02,"Pour ce qui est de cette proposition, que trois est autant que deux et un, que vous alléguez encore, Monsieur, comme un exemple des connaissances intuitives, je vous dirai que ce n’est que la définition du terme trois, car les définitions les plus simples des nombres se forment de cette façon ; deux est un et un, trois est deux et un, quatre est trois et un, et ainsi de suite."
L4_CH_02,"Il est vrai qu’il y a là dedans une énonciation cachée que j’ai déjà remarquée, savoir que ces idées sont possibles ; et cela se connaît ici intuitivement ; de sorte qu’on peut dire qu’une connaissance intuitive est comprise dans les définitions lorsque leur possibilité paraît d’abord."
L4_CH_02,Et de cette manière toutes les définitions adéquates contiennent des vérités primitives de raison et par conséquent des connaissances intuitives.
L4_CH_02,Enfin on peut dire en général que toutes les vérités primitives de raison sont immédiates d’une immédiation d’idées.
L4_CH_02,"Pour ce qui est des vérités primitives de fait, ce sont les expériences immédiates internes d’une immédiation de sentiment."
L4_CH_02,"Et c’est ici où a lieu la première vérité des cartésiens ou de saint Augustin : Je pense, donc je suis ; c’est-à-dire je suis une chose qui pense."
L4_CH_02,"Mais il faut savoir que, de même que les identiques sont générales ou particulières, et que les unes sont aussi claires que les autres (puisqu’il est aussi clair de dire que A est A, que de dire qu’une chose est ce qu’elle est), il en est encore ainsi des premières vérités de fait."
L4_CH_02,"Car non seulement il m’est clair immédiatement que je pense, mais il m’est tout aussi clair que j’ai des pensées différentes ; que tantôt je pense à A, et que tantôt je pense à B, etc."
L4_CH_02,"Ainsi le principe cartésien est bon, mais il n’est pas le seul de son espèce."
L4_CH_02,On voit par là que toutes les vérités primitives de raison ou de fait ont cela de commun qu’on ne saurait les prouver par quelque chose de plus certain.
L4_CH_02,"Je suis bien aise, Monsieur, que vous poussez plus loin ce que je n’avais fait que toucher sur les connaissances intuitives."
L4_CH_02,Or la connaissance démonstrative n’est qu’un enchaînement des connaissances intuitives dans toutes les connexions des idées médiates.
L4_CH_02,"Car souvent l’esprit ne peut joindre, comparer ou appliquer immédiatement les idées l’une à l’autre, ce qui l’oblige de se servir d’autres idées moyennes (une ou plusieurs) pour découvrir la convenance ou disconvenance qu’on cherche ; et c’est ce qu’on appelle raisonner."
L4_CH_02,"Comme en démontrant que les trois angles d’un triangle sont égaux à deux droits, on trouve quelques autres angles qu’on voit égaux tant aux trois angles qu’à deux droits."
L4_CH_02,"Ces idées qu’on fait intervenir se nomment preuves, et la disposition de l’esprit à les trouver, c’est la sagacité."
L4_CH_02,"Et même, quand elles sont trouvées, ce n’est pas sans peine et sans attention, ni par une seule vue passagère, qu’on peut acquérir cette connaissance ; car il se faut engager dans une progression d’idées faites peu à peu et par degrés."
L4_CH_02,Et il y a du doute avant la démonstration.
L4_CH_02,"Elle est moins claire que l’intuitive, comme l’image réfléchie par plusieurs miroirs de l’un à l’autre s’affaiblit de plus en plus à chaque réflexion, et n’est plus d’abord si reconnaissable surtout à des yeux faibles."
L4_CH_02,Il en est de même d’une connaissance produite par une longue suite de preuves.
L4_CH_02,"Et, quoique chaque pas que la raison fait en démontrant soit une connaissance intuitive ou de simple vue, néanmoins comme dans cette longue suite de preuves la mémoire ne conserve pas si exactement cette liaison d’idées, les hommes prennent souvent des faussetés pour des démonstrations."
L4_CH_02,"Outre la sagacité naturelle, ou acquise par l’exercice, il y a un art de trouver les idées moyennes (le medium), et cet art est l’analyse."
L4_CH_02,"Or il est bon de considérer ici qu’il s’agit tantôt de trouver la vérité ou la fausseté d’une proposition donnée, ce qui n’est autre chose que de répondre à la question An ?"
L4_CH_02,c’est-à-dire si cela est ou n’est pas ?
L4_CH_02,"Tantôt il s’agit de répondre à une question plus difficile (cæteris paribus), où l’on demande par exemple par qui, et comment ?"
L4_CH_02,et où il y a plus à suppléer.
L4_CH_02,Et ce sont seulement ces questions qui laissent une partie de la proposition en blanc que les mathématiciens appellent problèmes.
L4_CH_02,"Comme lorsqu’on demande de trouver un miroir qui ramasse tous les rayons du soleil en un point, c’est-à-dire on en demande la figure ou comment il est fait."
L4_CH_02,"Quant aux premières questions, où il s’agit seulement du vrai et du faux et où il n’y a rien à suppléer dans le sujet ou prédicat, il y a moins d’invention, cependant il y en a ; et le seul jugement n’y suffit pas."
L4_CH_02,"Il est vrai qu’un homme de jugement, c’est-à-dire qui est capable d’attention et de réserve, et qui a le loisir, la patience et la liberté d’esprit nécessaire, peut entendre la plus difficile démonstration si elle est proposée comme il faut."
L4_CH_02,"Mais l’homme le plus judicieux de la terre, sans autre aide, ne sera pas toujours capable de trouver cette démonstration."
L4_CH_02,"Ainsi il y a de l’invention encore en cela : et chez les géomètres, il y en avait plus autrefois qu’il n’y en a maintenant."
L4_CH_02,"Car, lorsque l’analyse était moins cultivée, il fallait plus de sagacité pour y arriver, et c’est pour cela qu’encore quelques géomètres de la vieille roche, ou d’autres qui n’ont pas assez d’ouverture dans les nouvelles méthodes, croient d’avoir fait merveille quand ils trouvent la démonstration de quelque théorème que d’autres ont inventé."
L4_CH_02,"Mais ceux qui sont versés dans l’art d’inventer savent quand cela est estimable ou non ; par exemple, si quelqu’un publie la quadrature d’un espace compris d’une ligne courbe et d’une droite, qui réussit dans tous ses segments et que j’appelle générale, il est toujours en notre pouvoir, suivant nos méthodes, d’en trouver la démonstration pourvu qu’on en veuille prendre la peine."
L4_CH_02,"Mais il y a des quadratures particulières de certaines portions, où la chose pourra être si enveloppée, qu’il ne sera pas toujours in potestate jusqu’ici de la développer."
L4_CH_02,Il arrive aussi que l’induction nous présente des vérités dans les nombres et dans les figures dont on n’a pas encore découvert la raison générale.
L4_CH_02,"Car il s’en faut beaucoup qu’on soit parvenu à la perfection de l’analyse en géométrie et en nombres, comme plusieurs se sont imaginés sur les gasconnades de quelques hommes excellents d’ailleurs, mais un peu trop prompts ou trop ambitieux."
L4_CH_02,"Mais il est bien plus difficile de trouver des vérités importantes, et encore plus de trouver les moyens de faire ce qu’on cherche lors justement qu’on le cherche, que de trouver la démonstration des vérités qu’un autre a découvertes."
L4_CH_02,"On arrive souvent à de belles vérités, par la synthèse, en allant du simple au composé ; mais, lorsqu’il s’agit de trouver justement le moyen de faire ce qui se propose, la synthèse ne suffit pas ordinairement, et souvent ce serait la mer à boire que de vouloir faire toutes les combinaisons requises quoiqu’on puisse souvent s’y aider par la méthode des exclusions, qui retranche une bonne partie des combinaisons inutiles, et souvent la nature n’admet point d’autre méthode."
L4_CH_02,Mais on n’a pas toujours les moyens de bien suivre celle-ci.
L4_CH_02,"C’est donc à l’analyse de nous donner un fil dans ce labyrinthe lorsque cela se peut, car il y a des cas où la nature même de la question exige qu’on puisse tâtonner partout, les abrégés n’étant pas toujours possibles."
L4_CH_02,"Or, comme en démontrant l’on suppose toujours les connaissances intuitives, cela, je pense, a donné occasion à cet axiome : « que tout raisonnement vient des choses déjà connues et déjà accordées » (ex præcognitis et præconcessis)."
L4_CH_02,"Mais nous aurons occasion de parler du faux qu’il y a dans cet axiome, lorsque nous parlerons des maximes qu’on prend mal à propos pour les fondements de nos raisonnements."
L4_CH_02,Je serais curieux d’apprendre quel faux vous pourrez trouver dans un axiome qui paraît si raisonnable.
L4_CH_02,"S’il fallait toujours tout réduire aux connaissances intuitives, les démonstrations seraient souvent d’une prolixité insupportable."
L4_CH_02,"C’est pourquoi les mathématiciens ont eu l’adresse de partager les difficultés, et de démontrer à part des propositions intervenantes."
L4_CH_02,"Et il y a de l’art encore en cela ; car, comme les vérités moyennes (qu’on appelle des Lemmes, lorsqu’elles paraissent être hors d’œuvre) se peuvent assigner de plusieurs façons, il est bon, pour aider la compréhension et la mémoire, d’en choisir qui abrégent beaucoup, et qui paraissent mémorables et dignes par elles-mêmes d’être démontrées."
L4_CH_02,"Mais il y a un autre empêchement, c’est qu’il n’est pas aisé de démontrer tous les axiomes, et de réduire entièrement les démonstrations aux connaissances intuitives."
L4_CH_02,"Et, si on avait voulu attendre cela, peut-être que nous n’aurions pas encore la science de la géométrie."
L4_CH_02,Mais c’est de quoi nous avons déjà parlé dans nos premières conversations et nous aurons occasion d’en dire davantage.
L4_CH_02,"Nous y viendrons tantôt : maintenant je remarquerai encore ce que j’ai déjà touché plus d’une fois, que c’est une commune opinion, qu’il n’y a que les sciences mathématiques, qui soient capables d’une certitude démonstrative ; mais comme la convenance et la dis convenance qui se peut connaître intuitivement n’est pas un privilège attaché seulement aux idées des nombres et des figures, c’est peut-être faute d’application de notre part que les mathématiques seules sont parvenues à des démonstrations."
L4_CH_02,Plusieurs raisons y ont concouru.
L4_CH_02,Les sciences mathématiques sont d’une utilité fort générale ; la moindre différence y est tort aisée à reconnaître.
L4_CH_02,"Ces autres idées simples qui sont des apparences ou situations produites en nous, n’ont aucune mesure exacte de leurs différents degrés."
L4_CH_02,"Mais, lorsque la différence de ces qualités visibles, par exemple, est assez grande pour exciter dans l’esprit des idées clairement distinguées, comme celles du bleu et du rouge, elles sont aussi capables de démonstrations que celles du nombre et de l’étendue."
L4_CH_02,"Il y a des exemples assez considérables de démonstrations hors des mathématiques, et on peut dire qu’Aristote, en a donné déjà dans ses Analytiques."
L4_CH_02,"En effet la logique est aussi susceptible de démonstrations que la géométrie, et l’on peut dire que la logique des géomètres, ou les manières d’argumenter qu’Euclide a expliquées et établies en parlant des propositions, sont une extension ou promotion particulière de la logique générale."
L4_CH_02,"Archimèdeest le premier, dont nous avons des ouvrages, qui ait exercé l’art de démontrer dans une occasion où il entre du physique, comme il a fait dans son livre de l’équilibre."
L4_CH_02,"De plus, on peut dire que les jurisconsultes ont plusieurs bonnes démonstrations, surtout les anciens jurisconsultes romains dont les fragments nous ont été conservés dans les Pandectes."
L4_CH_02,"Je suis tout à fait de l’avis de Laurent Valle[10], qui ne peut assez admirer ces auteurs, entre autres parce qu’ils parlent tous d’une manière si juste et si nette, et qu’ils raisonnent en effet d’une façon qui approche fort de la démonstrative, et souvent est démonstrative tout à fait."
L4_CH_02,Aussi ne sais-je aucune science hors de celle du droit et celle des armes où les Romains aient ajouté quelque chose de considérable à ce qu’ils avaient reçu des Grecs.
L4_CH_02,"Parcere subjectis, et debellare superbes."
L4_CH_02,"Cette manière précise de s’expliquer a fait que tous ces jurisconsultes des Pandectes, quoique assez éloignés quelquefois les uns du temps des autres, semblent être tous un seul auteur, et qu’on aurait bien de la peine à les discerner, si les noms des écrivains n étaient pas à la tête des extraits ; comme on aurait de la peine à distinguer Euclide, Archimède et Apollonius en lisant leurs démonstrations sur des matières que l’un aussi bien que l’autre a touchées."
L4_CH_02,"Il faut avouer que les Grecs ont raisonné avec toute la justesse possible dans les mathématiques, et qu’ils ont laissé au genre humain les modèles de l’art de démontrer : car, si les Babyloniens et les Égyptiens ont en une géométrie un peu plus qu’empirique, au moins n’en reste-t-il rien ; mais il est étonnant que les mêmes Grecs en sont tant déchus d’abord, aussitôt qu’ils se sont éloignés tant soit peu des nombres et des figures, pour venir à la philosophie."
L4_CH_02,Car il est étrange qu’on ne voit point d’ombre de démonstration dans Platon et dans Aristote (excepté ses Analytiques premiers) et dans tous les autres philosophes anciens.
L4_CH_02,"Proclus était un bon géomètre, mais il semble que c’est un autre homme quand il parle de philosophie."
L4_CH_02,"Ce qui a fait qu’il a été plus aisé de raisonner démonstrativement en mathématiques, c’est en bonne partie parce que l’expérience y peut garantir le raisonnement à tout moment, comme il arrive aussi dans les figures des syllogismes."
L4_CH_02,"Mais, dans la métaphysique et dans la morale, ce parallélisme des raisons et des expériences ne se trouve plus ; et dans la physique, les expériences demandent de la peine et de la dépense."
L4_CH_02,"Or les hommes se sont d’abord relâchés de leur attention, et égarés par conséquent, lorsqu’ils ont été destitués de ce guide fidèle de l’expérience qui les aidait et soutenait dans leur démarche, comme fait cette petite machine roulante, qui empêche les enfants de tomber en marchant."
L4_CH_02,"Il y avait quelque succedaneum[11], mais c’est de quoi on ne s’était pas et ne s’est pas encore avisé assez."
L4_CH_02,Et en parlerai en son lieu.
L4_CH_02,"Au reste, le bleuet le rouge ne sont guères capables de fournir matière à ces démonstrations par les idées que nous en avons, parce que ces idées sont confuses."
L4_CH_02,"Et ces couleurs ne fournissent de la matière au raisonnement qu’autant, que par l’expérience on les trouve accompagnées de quelques idées distinctes, mais où la connexion avec leurs propres idées ne parait point."
L4_CH_02,"Outre intuition et la démonstration, qui sont les deux degrés de notre connaissance, tout le reste est foi ou opinion et non pas connaissance, du moins à l’égard de toutes les vérités générales."
L4_CH_02,"Mais l’esprit a encore une autre perception qui regarde l’existence particulière des êtres finis hors de nous, et c’est la connaissance sensitive."
L4_CH_02,L’opinion fondée dans le vraisemblable mérite peut-être aussi le nom de connaissance ; autrement presque toute connaissance historique et beaucoup d’autres tomberont.
L4_CH_02,"Mais, sans disputer des noms, je tiens que la recherche des degrés de probabilité serait très importante et nous manque encore, et c’est un grand défaut de nos logiques."
L4_CH_02,"Car, lorsqu’on ne peut point décider absolument la question, on pourrait toujours déterminer le degré de vraisemblance ex datis, et par conséquent on peut juger raisonnablement quel parti est le plus apparent."
L4_CH_02,"Et, lorsque nos moralistes (j’entends les plus sages, tels que le général moderne des jésuites) joignent le plus sûr avec le plus probable, et préfèrent même le sûr au probable[12], ils ne s’éloignent point du plus probable en effet ; car la question de la sûreté est ici celle du peu de probabilité d’un mal à craindre."
L4_CH_02,"Le défaut des moralistes relâchés[13] sur cet article a été, en bonne partie, d’avoir eu une notion trop limitée et trop insuffisante du probable, qu’ils ont confondue avec l’eudoxe ou opinable d’Aristote ; car Aristote, dans ses Topiques, n’y a voulu que s’accommoder aux opinions des autres, comme faisaient les orateurs et les sophistes."
L4_CH_02,"Eudoxe, lui est ce qui est reçu du plus grand nombre ou des plus autorisés ; il a tort d’avoir restreint ses Topiques à cela, et cette vue a fait qu’il ne s’y est attaché qu’à des maximes reçues, la plupart vagues, comme si on ne voulait raisonner que par quolibets ou proverbes."
L4_CH_02,"Mais le probable ou le vraisemblable est plus étendu : il faut le tirer de la nature des choses ; et l’opinion des personnes dont l’autorité est de poids, est une des choses qui peuvent contribuer à rendre une opinion vraisemblable, mais ce n’est pas ce qui achève toute la vérisimilitude."
L4_CH_02,"Et, lorsque Copernic était presque seul de son opinion, elle était toujours incomparablement plus vraisemblable que celle de tout le reste du genre humain."
L4_CH_02,"Or je ne sais si l’établissement de l’art d’estimer les vérisimilitudes ne serait plus utile qu’une bonne partie de nos sciences démonstratives, et j’y ai pensé plus d’une fois."
L4_CH_02,"La connaissance sensitive, ou qui établit l’existence des êtres particuliers hors de nous, va au delà de la simple probabilité ; mais elle n’a pas toute la certitude des deux degrés de connaissance dont on vient de parler."
L4_CH_02,"Que l’idée que nous recevons d’un objet extérieur soit dans notre esprit, rien n’est plus certain, et c’est une connaissance intuitive : mais de savoir si de là nous pouvons inférer certainement l’existence d’aucune chose hors de nous qui corresponde à cette idée, c’est ce que certaines gens croient qu’on peut mettre en question, parce que les hommes peuvent avoir de telles idées dans l’esprit, lorsque rien de tel n’existe actuellement."
L4_CH_02,"Pour moi, je crois pourtant qu’il y a un degré d’évidence qui nous élève au-dessus du doute."
L4_CH_02,"On est invinciblement convaincu qu’il y a une grande différence entre les perceptions qu’on a, lorsque le jour on vient à regarder le soleil, et lorsque la nuit on pense à cet astre ; et l’idée qui est renouvelée par le secours de la mémoire est bien différente de celle qui nous vient actuellement par le moyen des sens."
L4_CH_02,"Quelqu’un dira qu’un songe peut faire le même effet ; je réponds premièrement qu’il n’importe pas beaucoup que je lève ce doute, parce que si tout n’est que songe, les raisonnements sont inutiles, la vérité et la connaissance n’étant rien du tout."
L4_CH_02,"En second lieu, il reconnaîtra a mon avis la différence qu’il y a entre songer d’être dans un feu et y être actuellement."
L4_CH_02,"Et, s’il persiste à paraître sceptique, je lui dirai que c’est assez que nous trouvons certainement que le plaisir ou la douleur suivent l’application de certains objets sur nous, vrais ou songes, et que cette certitude est aussi grande que notre bonheur ou notre misère ; deux choses au delà desquelles nous n’avons aucun intérêt."
L4_CH_02,"Ainsi je crois que nous pouvons compter trois sortes de connaissances : l’intuitive, la démonstrative, et la sensitive."
L4_CH_02,"Je crois que vous avez raison, Monsieur, et je pense même qu’à ces espèces de la certitude, ou à la connaissance certaine, vous pourriez ajouter la connaissance du vraisemblable ; ainsi il y aura deux sortes de connaissances comme il y a deux sortes de preuves, dont les unes produisent la certitude, et les autres ne se terminent qu’a la probabilité."
L4_CH_02,Mais venons à cette querelle que les sceptiques font aux dogmatiques sur l’existence des choses hors de nous.
L4_CH_02,Nous y avons déjà touché.
L4_CH_02,Mais il faut y revenir ici.
L4_CH_02,"J’ai fort disputé autrefois la-dessus de vive voix et par écrit, avec feu M."
L4_CH_02,"Foucher[14], chanoine de Dijon, savant homme et subtil, mais un peu trop entêté de ses académiciens, dont il aurait été bien aise de ressusciter la secte, comme M. Gassendi avait fait remonter sur le théâtre celle d’Épicurc."
L4_CH_02,"Sa Critique de la recherche de la vérité, et les autres petits traités qu’il a fait imprimer ensuite, ont fait connaître leur auteur assez avantageusement."
L4_CH_02,"Il a mis aussi dans le Journal des savants des objections contre mon système de l’harmonie préétablie, lorsque j’en fis part au public après l’avoir digéré plusieurs années ; mais la mort l’empêcha de répliquer à ma réponse."
L4_CH_02,"Il prêchait toujours qu’il fallait se garder des préjugés et apporter une grande exactitude ; mais, outre que lui-même ne se mettait pas en devoir d’exécuter ce qu’il conseillait, en quoi il était assez excusable, il me semblait qu’il ne prenait pas garde si un autre le faisait, prévenu sans doute que personne ne le ferait jamais."
L4_CH_02,"Or je lui fis connaître que la vérité des choses sensibles ne consistait que dans la liaison des phénomènes qui devait avoir sa raison, et que c’est ce qui les distingue des songes : mais que la vérité de notre existence et de la cause des phénomènes est d’une autre nature, parce qu’elle établit des substances, et que les sceptiques gâtaient ce qu’ils disent de bon, en le portant trop loin, et en voulant même étendre leurs doutes jusqu’aux expériences immédiates, et jusqu’aux vérités géométriques (ce que M. Foucher pourtant ne faisait pas) et aux autres vérités de raison, ce qu’il faisait un peu trop."
L4_CH_02,"Mais, pour revenir à vous, Monsieur, vous avez raison de dire qu’il y a de la différence pour l’ordinaire entre les sentiments et les imaginations ; mais les sceptiques diront que le plus et le moins ne varie point l’espèce."
L4_CH_02,"D’ailleurs, quoique les sentiments aient coutume d’être plus vifs que les imaginations, l’on sait pourtant qu’il y a des cas où des personnes imaginatives sont frappées par leurs imaginations autant ou peut-être plus qu’un autre ne l’est par la vérité des choses ; de sorte que je crois que le vrai criterion, en matière des objets des sens, est la liaison des phénomènes, c’est-à-dire la connexion de ce qui se passe en différents lieux et temps, et dans l’expérience de différents hommes, qui sont eux-mêmes les uns aux autres des phénomènes très importants sur cet article."
L4_CH_02,"Et la liaison des phénomènes qui garantit les vérités de fait à l’égard des choses sensibles hors de nous, se vérifie par le moyen des vérités de raison ; comme les apparences de l’optique s’éclaircissent par la géométrie."
L4_CH_02,"Cependant il faut avouer que toute cette certitude n’est pas du suprême degré, comme vous l’avez bien reconnu."
L4_CH_02,"Car il n’est point impossible, métaphysiquement parlant, qu’il y ait un songe suivi et durable comme la vie d’un homme ; mais c’est une chose aussi contraire à la raison que pourrait être la fiction d’un livre qui se formerait par le hasard en jetant pèle-mêle des caractères d’imprimerie."
L4_CH_02,"Au reste il est vrai aussi que, pourvu que les phénomènes soient lies, il n’importe qu’on les appelle songes ou non, puisque l’expérience montre qu’on ne se trompe point dans les mesures qu’on prend sur les phénomènes, lorsqu’elles sont prises selon les vérités de raison."
L4_CH_02,"Au reste, la connaissance n’est pas toujours claire, quoique les idées le soient."
L4_CH_02,"Un homme qui a des idées aussi claires des angles d’un triangle et de l’égalité à deux droits qu’aucun mathématicien qu’il y ait au monde, peut pourtant avoir une perception fort obscure de leur convenance."
L4_CH_02,"Ordinairement, lorsque les idées sont entendues à fond, leurs convenances et disconvenances paraissent."
L4_CH_02,"Cependant j’avoue qu’il y en a quelquefois de si composées, qu’il faut beaucoup de soin pour développer ce qui y est caché ; et à cet égard certaines convenances ou disconvenances peuvent rester encore obscures."
L4_CH_02,"Quant à votre exemple, je remarque que pour avoir dans imagination les angles d’un triangle, on en a pas des idées claires pour cela."
L4_CH_02,"L’imagination ne nous saurait fournir une image commune aux triangles acutangles et obtusangles, et cependant l’idée du triangle leur est commune : ainsi cette idée ne consiste pas dans les images, et il n’est pas aussi aisé qu’on pourrait penser d’entendre à fond les angles d’un triangle."
L4_CH_03,"Notre connaissance ne va pas au delà de nos idées, § 2."
L4_CH_03,"Elle ne saurait toujours être intuitive, parce qu’on ne peut pas toujours comparer les choses immédiatement, par exemple, les grandeurs de deux triangles sur une même base, égaux mais fort différents."
L4_CH_03,"Notre connaissance aussi ne saurait toujours être démonstrative, car on ne saurait toujours trouver les idées moyennes."
L4_CH_03,Enfin notre connaissance sensitive ne regarde que l’existence des choses qui frappent actuellement nos sens.
L4_CH_03,"Ainsi non seulement nos idées sont fort bornées, mais encore notre connaissance est plus bornée que nos idées."
L4_CH_03,"Je ne doute pourtant pas que la connaissance humaine ne puisse être portée beaucoup plus loin, si les hommes voulaient s’attacher sincèrement à trouver les moyens de perfectionner la vérité avec une entière liberté d’esprit et avec toute l’application et toute l’industrie qu’ils emploient à colorer et soutenir la fausseté, à défendre un système pour lequel ils se sont déclarés, ou bien certain parti et certains intérêts où ils se trouvent engagés."
L4_CH_03,"Mais, après tout, notre connaissance ne saurait jamais embrasser tout ce que nous pouvons désirer de connaître touchant les idées que nous avons."
L4_CH_03,"Par exemple, nous ne serons peut-être jamais capables de trouver un cercle égal à un carré, et de savoir certainement s’il y en a ?"
L4_CH_03,"Il y a des idées confuses où nous ne nous pouvons point promettre une entière connaissance, comme sont celles de quelques qualités sensibles."
L4_CH_03,"Mais, quand elles sont distinctes, il y a lieu de tout espérer."
L4_CH_03,"Pour ce qui est du carré égal au cercle, Archimède a déjà montré qu’il y en a."
L4_CH_03,Car c’est celui dont le côté est la moyenne proportionnelle entre le demi-diamètre et la demi-circonférence.
L4_CH_03,"Et il a même déterminé une droite égale à la circonférence du cercle par le moyen d’une droite tangente de la spirale, comme d’autres par la tangente de la quadratrice ; manière de quadrature dont Clavius[15] était tout à fait content ; sans parler d’un fil appliqué à la circonférence, et puis étendu, ou de la circonférence qui roule pour décrire la cycloïde, et se change en droite."
L4_CH_03,Quelques-uns demandent que la construction se fasse en n’employant que la règle et le compas ; mais la plupart des problèmes de géométrie ne sauraient être construits par ce moyen.
L4_CH_03,Il s’agit donc plutôt de trouver la proportion entre le carré et le cercle.
L4_CH_03,"Mais, cette proportion ne pouvant être exprimée en nombres rationnels finis, il a fallu pour n’employer que des nombres rationnels, exprimer cette même proportion par une série infinie de ces nombres que j’ai assignée d’une manière assez simple."
L4_CH_03,"Maintenant on voudrait savoir s’il n’y a pas quelque quantité finie, quand elle ne serait que sourde, ou plus que sourde[16], qui puisse exprimer cette série infinie ; c’est-à-dire si l’on peut trouver justement un abrégé pour cela."
L4_CH_03,"Mais les expressions finies, irrationnelles surtout si l’on va aux plus que sourdes, peuvent varier de trop de manières, pour qu’on en puisse faire un dénombrement et déterminer aisément tout ce qui se peut."
L4_CH_03,"Il y aurait peut-être moyen de le faire, si cette surdité doit être explicable par une équation ordinaire, ou même extraordinaire encore, qui fasse entrer l’irrationnel ou même l’inconnu dans l’exposant, quoiqu’il faudrait un grand calcul pour achever encore cela et où l’on ne se résoudra pas facilement, si ce n’est qu’on trouve un jour un abrégé pour en sortir."
L4_CH_03,"Mais d’exclure toutes les expressions finies, cela ne se peut, car moi-même j’en sais ; et d’en déterminer justement la meilleure, c’est une grande affaire."
L4_CH_03,"Et tout cela fait voir que l’esprit humain se propose des questions si étranges, surtout lorsque l’infini y entre, qu’on ne doit point s’étonner s’il a de la peine à en venir à bout ; d’autant que tout dépend souvent d’un abrégé dans ces matières géométriques, qu’on ne peut pas toujours se promettre, tout comme on ne peut pas toujours réduire les fractions à des moindres termes, ou trouver les diviseurs d’un nombre."
L4_CH_03,"Il est vrai qu’on peut toujours avoir ses diviseurs s’il se peut, parce que leur dénombrement est fini ; mais, quand ce qu’on doit examiner est variable à l’infini et monte de degré en degré, on n’en est pas le maître quand on le veut, et il est trop pénible de faire tout ce qu’il faut pour tenter par méthode de venir à l’abrégé ou à la règle de progression, qui exempte de la nécessité d’aller plus avant ; et, comme l’utilité ne répond pas à la peine, on en abandonne le succès à la postérité, qui en pourra jouir quand cette peine ou prolixité sera diminuée par des préparations et ouvertures nouvelles que le temps peut fournir."
